dataset,round,train_accuracy,test_accuracy,train_loss,test_loss
fedprox_mnist,117,0.801324,0.805936,1.088364,1.097451
fedprox_mnist,118,0.800902,0.805665,1.093467,1.102597
fedprox_mnist,119,0.807941,0.812305,1.052498,1.065387
fedprox_mnist,120,0.812061,0.817048,1.03119,1.045826
fedprox_mnist,121,0.80567,0.810814,1.076109,1.090769
fedprox_mnist,122,0.805703,0.810137,1.079684,1.094066
fedprox_mnist,123,0.809174,0.81366,1.056239,1.07033
fedprox_mnist,124,0.804551,0.808646,1.089145,1.106565
fedprox_mnist,125,0.803237,0.80824,1.099228,1.116504
fedprox_mnist,126,0.811445,0.815287,1.045228,1.065781
fedprox_mnist,127,0.814072,0.817048,1.029089,1.050934
fedprox_mnist,128,0.813813,0.817048,1.034236,1.056192
fedprox_mnist,129,0.810893,0.814609,1.062884,1.085104
fedprox_mnist,130,0.812613,0.8161,1.048859,1.070396
fedprox_mnist,131,0.813618,0.816371,1.043947,1.065626
fedprox_mnist,132,0.809596,0.813254,1.078503,1.100153
fedprox_mnist,133,0.811656,0.814745,1.063454,1.084933
fedprox_mnist,134,0.805914,0.810137,1.105831,1.127541
fedprox_mnist,135,0.779784,0.779374,1.351655,1.380353
fedprox_mnist,136,0.784212,0.787641,1.316079,1.343148
fedprox_mnist,137,0.781438,0.783033,1.341357,1.368634
fedprox_mnist,138,0.781179,0.783168,1.345717,1.372821
fedprox_mnist,139,0.782379,0.784253,1.341534,1.368553
fedprox_mnist,140,0.781941,0.783846,1.348334,1.375419
fedprox_mnist,141,0.78426,0.786827,1.328289,1.354782
fedprox_mnist,142,0.780059,0.78222,1.375656,1.402225
fedprox_mnist,143,0.780222,0.783846,1.375996,1.401562
fedprox_mnist,144,0.781665,0.785066,1.366124,1.39242
fedprox_mnist,145,0.785898,0.787912,1.335155,1.362515
fedprox_mnist,146,0.786564,0.787912,1.330987,1.357668
fedprox_mnist,147,0.783676,0.785472,1.365658,1.392446
fedprox_mnist,148,0.783287,0.785201,1.368407,1.395419
fedprox_mnist,149,0.78319,0.785472,1.3677,1.393971
fedprox_mnist,150,0.783028,0.78493,1.373925,1.399909
fedprox_mnist,151,0.783612,0.786285,1.370259,1.395807
fedprox_mnist,152,0.788867,0.79279,1.332781,1.357029
fedprox_mnist,153,0.793619,0.79794,1.294549,1.318032
fedprox_mnist,154,0.794641,0.79794,1.283992,1.307575
fedprox_mnist,155,0.794787,0.798618,1.283696,1.306897
fedprox_mnist,156,0.794073,0.798076,1.28902,1.312231
fedprox_mnist,157,0.795111,0.798753,1.279336,1.30333
fedprox_mnist,158,0.797447,0.800244,1.267201,1.290765
fedprox_mnist,159,0.798372,0.801057,1.261449,1.28457
fedprox_mnist,160,0.800334,0.803496,1.24653,1.269935
fedprox_mnist,161,0.799296,0.80187,1.257787,1.280777
fedprox_mnist,162,0.793587,0.796991,1.318754,1.340334
fedprox_mnist,163,0.799037,0.802412,1.280417,1.299121
fedprox_mnist,164,0.798388,0.802006,1.285921,1.30508
fedprox_mnist,165,0.794965,0.79794,1.323301,1.341769
fedprox_mnist,166,0.794495,0.797534,1.331551,1.350267
fedprox_mnist,167,0.793489,0.794281,1.352188,1.371019
fedprox_mnist,168,0.805168,0.810001,1.252462,1.268786
fedprox_mnist,169,0.808882,0.812576,1.223293,1.240045
fedprox_mnist,170,0.806011,0.809459,1.248861,1.26552
fedprox_mnist,171,0.804811,0.807969,1.267761,1.284999
fedprox_mnist,172,0.804162,0.806884,1.275501,1.292917
fedprox_mnist,173,0.804551,0.80824,1.278989,1.296494
fedprox_mnist,174,0.811396,0.815151,1.21384,1.235828
fedprox_mnist,175,0.809985,0.813931,1.222496,1.244858
fedprox_mnist,176,0.810439,0.814609,1.218109,1.240599
fedprox_mnist,177,0.810163,0.814745,1.221738,1.244547
fedprox_mnist,178,0.817852,0.819488,1.170169,1.194886
fedprox_mnist,179,0.817673,0.819352,1.172938,1.197916
fedprox_mnist,180,0.816976,0.818946,1.183823,1.208671
fedprox_mnist,181,0.818435,0.819623,1.1745,1.200144
fedprox_mnist,182,0.818014,0.819759,1.178261,1.204259
fedprox_mnist,183,0.817219,0.819488,1.189499,1.215888
fedprox_mnist,184,0.813634,0.815829,1.236465,1.263367
fedprox_mnist,185,0.813034,0.814609,1.245811,1.272398
fedprox_mnist,186,0.815419,0.817861,1.224418,1.252088
fedprox_mnist,187,0.822052,0.823147,1.171668,1.19944
fedprox_mnist,188,0.834152,0.836292,1.066251,1.093047
fedprox_mnist,189,0.833714,0.835073,1.071634,1.098747
fedprox_mnist,190,0.834088,0.835886,1.068361,1.095776
fedprox_mnist,191,0.833844,0.835073,1.074096,1.101415
fedprox_mnist,192,0.83266,0.83453,1.086027,1.113808
fedprox_mnist,193,0.832255,0.834666,1.091423,1.118933
fedprox_mnist,194,0.831947,0.834395,1.092279,1.120231
fedprox_mnist,195,0.831136,0.834259,1.10079,1.128904
fedprox_mnist,196,0.828492,0.829787,1.135734,1.164516
fedprox_mnist,197,0.828281,0.829787,1.139568,1.168884
fedprox_mnist,198,0.82721,0.828161,1.151346,1.181007
fedprox_mnist,199,0.827113,0.828568,1.151766,1.181628
