dataset,round,train_accuracy,test_accuracy,train_loss,test_loss
fedprox_mnist,58,0.507177,0.500881,38.836409,39.384997
fedprox_mnist,59,0.518547,0.511993,36.384575,36.828407
fedprox_mnist,60,0.562114,0.559696,30.906573,31.272047
fedprox_mnist,61,0.584935,0.580024,28.423215,28.586764
fedprox_mnist,62,0.589331,0.585987,28.292535,28.460768
fedprox_mnist,63,0.56745,0.560645,32.168433,32.387786
fedprox_mnist,64,0.559162,0.554276,33.718708,33.932101
fedprox_mnist,65,0.571132,0.569183,33.331183,33.44767
fedprox_mnist,66,0.635817,0.63491,27.016099,27.240631
fedprox_mnist,67,0.65554,0.655102,24.927864,25.202858
fedprox_mnist,68,0.687379,0.691964,21.192395,21.480226
fedprox_mnist,69,0.683681,0.688576,21.747371,22.030688
fedprox_mnist,70,0.703583,0.707142,19.852478,20.007786
fedprox_mnist,71,0.788769,0.79008,11.64936,11.849279
fedprox_mnist,72,0.790505,0.79279,11.509546,11.712639
fedprox_mnist,73,0.793068,0.79401,11.40836,11.661042
fedprox_mnist,74,0.769192,0.77043,13.631072,13.969855
fedprox_mnist,75,0.748917,0.749966,16.452282,16.799166
fedprox_mnist,76,0.766856,0.773004,15.139987,15.451806
fedprox_mnist,77,0.773393,0.777748,14.561267,14.881728
fedprox_mnist,78,0.783433,0.788454,13.789757,14.101345
fedprox_mnist,79,0.75234,0.751457,17.330776,17.635471
fedprox_mnist,80,0.76538,0.766093,16.089612,16.367247
fedprox_mnist,81,0.777902,0.778561,14.863001,15.056128
fedprox_mnist,82,0.809742,0.812305,11.63928,11.810054
fedprox_mnist,83,0.810277,0.811628,11.634193,11.810034
fedprox_mnist,84,0.811347,0.812983,11.478367,11.634398
fedprox_mnist,85,0.8149,0.816913,11.171207,11.287743
fedprox_mnist,86,0.788299,0.788589,13.761758,14.041862
fedprox_mnist,87,0.797025,0.798482,12.796505,13.007082
fedprox_mnist,88,0.797593,0.799837,12.71583,12.923503
fedprox_mnist,89,0.798501,0.799973,12.68117,12.900864
fedprox_mnist,90,0.798955,0.801735,12.585067,12.80073
fedprox_mnist,91,0.799766,0.800786,12.575616,12.801298
fedprox_mnist,92,0.797934,0.797534,13.076967,13.362861
fedprox_mnist,93,0.793619,0.794688,13.467197,13.767431
fedprox_mnist,94,0.779735,0.782762,15.036988,15.297449
fedprox_mnist,95,0.784406,0.787099,14.645119,14.934927
fedprox_mnist,96,0.787796,0.788589,14.397788,14.733187
fedprox_mnist,97,0.792516,0.794146,14.070068,14.423639
fedprox_mnist,98,0.795209,0.794417,13.750672,14.056653
fedprox_mnist,99,0.798209,0.797263,13.506838,13.827755
fedprox_mnist,100,0.833341,0.833582,10.294643,10.619917
fedprox_mnist,101,0.830584,0.831956,10.583196,10.937238
fedprox_mnist,102,0.829773,0.831685,10.646701,10.994434
fedprox_mnist,103,0.828557,0.831142,10.73175,11.082945
fedprox_mnist,104,0.824388,0.828432,11.39389,11.716964
fedprox_mnist,105,0.827567,0.832633,11.111261,11.439653
fedprox_mnist,106,0.829465,0.833853,10.958135,11.287815
fedprox_mnist,107,0.843154,0.844694,9.786516,10.061215
fedprox_mnist,108,0.842425,0.842933,9.857051,10.146783
fedprox_mnist,109,0.837721,0.839138,10.457436,10.825392
fedprox_mnist,110,0.831914,0.833175,10.948832,11.314041
fedprox_mnist,111,0.832141,0.834124,10.910318,11.275126
fedprox_mnist,112,0.817916,0.818268,12.025395,12.332984
fedprox_mnist,113,0.814364,0.815558,12.278603,12.651999
fedprox_mnist,114,0.797496,0.798889,13.830115,14.214504
fedprox_mnist,115,0.768089,0.767313,17.212228,17.518508
fedprox_mnist,116,0.766224,0.765009,17.564745,17.887718
fedprox_mnist,117,0.754773,0.754167,18.816565,19.149185
fedprox_mnist,118,0.754043,0.753896,18.929138,19.255604
fedprox_mnist,119,0.764067,0.765144,18.030348,18.435173
fedprox_mnist,120,0.771885,0.774902,17.433804,17.873635
fedprox_mnist,121,0.761423,0.764331,18.529705,18.940765
fedprox_mnist,122,0.761358,0.763789,18.627031,19.030498
fedprox_mnist,123,0.766662,0.769345,18.061989,18.447996
fedprox_mnist,124,0.759833,0.76284,18.857157,19.280877
fedprox_mnist,125,0.757708,0.759588,19.100767,19.527365
fedprox_mnist,126,0.77182,0.772733,17.715562,18.251118
fedprox_mnist,127,0.77641,0.777748,17.2982,17.862067
fedprox_mnist,128,0.776037,0.776257,17.417159,17.982146
fedprox_mnist,129,0.772939,0.772598,18.024379,18.598665
fedprox_mnist,130,0.775745,0.776528,17.694099,18.254965
fedprox_mnist,131,0.778097,0.776664,17.542229,18.108617
fedprox_mnist,132,0.77255,0.77314,18.341655,18.907268
fedprox_mnist,133,0.775972,0.776799,17.96574,18.518888
fedprox_mnist,134,0.768397,0.770972,18.956348,19.509246
fedprox_mnist,135,0.724117,0.724488,25.172696,25.902333
fedprox_mnist,136,0.732681,0.73533,24.202611,24.906456
fedprox_mnist,137,0.73093,0.733297,24.708923,25.439576
fedprox_mnist,138,0.731838,0.733704,24.798407,25.53378
fedprox_mnist,139,0.733817,0.737227,24.593991,25.348635
fedprox_mnist,140,0.733087,0.736685,24.740926,25.487675
fedprox_mnist,141,0.737466,0.741564,24.219554,24.952625
fedprox_mnist,142,0.731611,0.734381,25.234099,25.962522
fedprox_mnist,143,0.732016,0.733162,25.241484,25.959683
fedprox_mnist,144,0.736428,0.737769,24.972763,25.706416
fedprox_mnist,145,0.742283,0.744816,24.219384,24.986959
fedprox_mnist,146,0.743419,0.745765,24.10149,24.861393
fedprox_mnist,147,0.740564,0.741564,24.909409,25.682379
fedprox_mnist,148,0.741002,0.74197,24.946576,25.71734
fedprox_mnist,149,0.741408,0.740615,24.895842,25.65448
fedprox_mnist,150,0.740532,0.741022,25.073825,25.835176
fedprox_mnist,151,0.741748,0.741293,24.999523,25.756893
fedprox_mnist,152,0.749161,0.751321,24.044263,24.785888
fedprox_mnist,153,0.756541,0.756742,23.125321,23.872122
fedprox_mnist,154,0.758698,0.758097,22.891238,23.644177
fedprox_mnist,155,0.759363,0.759046,22.858838,23.611493
fedprox_mnist,156,0.758698,0.758639,22.97819,23.725238
fedprox_mnist,157,0.76105,0.759995,22.742,23.516638
fedprox_mnist,158,0.763434,0.761079,22.435274,23.198722
fedprox_mnist,159,0.764618,0.762163,22.301906,23.062006
fedprox_mnist,160,0.767181,0.763789,21.955879,22.717493
fedprox_mnist,161,0.765753,0.763789,22.212459,22.971865
fedprox_mnist,162,0.760742,0.759317,23.541253,24.247251
fedprox_mnist,163,0.768608,0.765009,22.611966,23.21573
fedprox_mnist,164,0.767781,0.764331,22.719282,23.326233
fedprox_mnist,165,0.762996,0.762434,23.523544,24.1219
fedprox_mnist,166,0.762234,0.761892,23.710791,24.316661
fedprox_mnist,167,0.76079,0.761892,24.200839,24.826295
fedprox_mnist,168,0.77847,0.779645,21.872296,22.442323
fedprox_mnist,169,0.784504,0.783304,21.232003,21.811236
fedprox_mnist,170,0.781454,0.781407,21.714304,22.298042
fedprox_mnist,171,0.779378,0.779645,22.138715,22.711629
fedprox_mnist,172,0.778454,0.778696,22.302186,22.881945
fedprox_mnist,173,0.781325,0.781678,22.317353,22.837076
fedprox_mnist,174,0.790197,0.788318,20.97783,21.613306
fedprox_mnist,175,0.789564,0.788589,21.097507,21.740072
fedprox_mnist,176,0.790018,0.788996,21.010394,21.651623
fedprox_mnist,177,0.790391,0.789402,21.050312,21.716005
fedprox_mnist,178,0.796409,0.794959,20.124863,20.829813
fedprox_mnist,179,0.796085,0.794688,20.176822,20.882076
fedprox_mnist,180,0.795809,0.79401,20.359187,21.05953
fedprox_mnist,181,0.798258,0.796991,20.168377,20.885261
fedprox_mnist,182,0.79782,0.796991,20.244228,20.958817
fedprox_mnist,183,0.796847,0.795365,20.530254,21.249615
fedprox_mnist,184,0.790781,0.789673,21.592669,22.314293
fedprox_mnist,185,0.790116,0.788996,21.786592,22.502122
fedprox_mnist,186,0.793133,0.792655,21.343836,22.081939
fedprox_mnist,187,0.800626,0.801735,20.282048,20.994082
fedprox_mnist,188,0.819376,0.817997,18.11454,18.809035
fedprox_mnist,189,0.818111,0.816913,18.239971,18.943874
fedprox_mnist,190,0.818841,0.817726,18.133378,18.844367
fedprox_mnist,191,0.818776,0.817997,18.210457,18.913136
fedprox_mnist,192,0.817787,0.817319,18.43876,19.149679
fedprox_mnist,193,0.818663,0.816506,18.419295,19.13973
fedprox_mnist,194,0.818598,0.817184,18.431407,19.166906
fedprox_mnist,195,0.81717,0.815287,18.602383,19.349354
fedprox_mnist,196,0.813926,0.81217,19.313339,20.078448
fedprox_mnist,197,0.813196,0.812441,19.384054,20.156626
fedprox_mnist,198,0.812061,0.811899,19.587496,20.369341
fedprox_mnist,199,0.812207,0.811628,19.591415,20.374844
