dataset,round,train_accuracy,test_accuracy,train_loss,test_loss
fedprox_synthetic_0_0,46,0.579359,0.561873,6.534573,6.827864
fedprox_synthetic_0_0,47,0.582892,0.573021,6.857719,7.197343
fedprox_synthetic_0_0,48,0.588443,0.574136,7.794404,8.154868
fedprox_synthetic_0_0,49,0.603962,0.604236,7.031007,7.306155
fedprox_synthetic_0_0,50,0.619859,0.625418,6.29372,6.535097
fedprox_synthetic_0_0,51,0.652536,0.661093,5.200583,5.283615
fedprox_synthetic_0_0,52,0.660106,0.670011,4.50408,4.506685
fedprox_synthetic_0_0,53,0.669569,0.683389,4.330609,4.265318
fedprox_synthetic_0_0,54,0.694297,0.704571,3.781304,3.678745
fedprox_synthetic_0_0,55,0.707545,0.713489,3.303752,3.157978
fedprox_synthetic_0_0,56,0.696821,0.697882,3.265563,3.073707
fedprox_synthetic_0_0,57,0.701867,0.702341,3.221448,3.005349
fedprox_synthetic_0_0,58,0.693162,0.698997,3.065726,2.811418
fedprox_synthetic_0_0,59,0.69354,0.688963,2.925508,2.665842
fedprox_synthetic_0_0,60,0.661115,0.658863,2.819355,2.533859
fedprox_synthetic_0_0,61,0.645723,0.654404,3.006561,2.731124
fedprox_synthetic_0_0,62,0.711582,0.729097,3.512065,3.229661
fedprox_synthetic_0_0,63,0.690386,0.705686,3.350252,3.120445
fedprox_synthetic_0_0,64,0.680167,0.695652,3.781137,3.655047
fedprox_synthetic_0_0,65,0.59349,0.608696,4.50731,4.47274
fedprox_synthetic_0_0,66,0.549205,0.569677,5.970112,6.13994
fedprox_synthetic_0_0,67,0.51085,0.539576,6.01971,6.176777
fedprox_synthetic_0_0,68,0.517159,0.54738,5.703253,5.900463
fedprox_synthetic_0_0,69,0.505299,0.530658,5.284687,5.488777
fedprox_synthetic_0_0,70,0.590966,0.588629,4.106383,4.290343
fedprox_synthetic_0_0,71,0.614181,0.617614,3.810294,3.956561
fedprox_synthetic_0_0,72,0.621373,0.613155,3.399908,3.526226
fedprox_synthetic_0_0,73,0.630331,0.625418,3.28421,3.373251
fedprox_synthetic_0_0,74,0.65897,0.659978,3.1684,3.100839
fedprox_synthetic_0_0,75,0.61456,0.616499,3.950797,3.827696
fedprox_synthetic_0_0,76,0.60699,0.600892,4.713658,4.559553
fedprox_synthetic_0_0,77,0.620868,0.61427,4.594721,4.422275
fedprox_synthetic_0_0,78,0.637901,0.637681,4.111806,3.900084
fedprox_synthetic_0_0,79,0.64383,0.64437,3.550195,3.337187
fedprox_synthetic_0_0,80,0.682438,0.684504,3.081032,2.804596
fedprox_synthetic_0_0,81,0.678905,0.684504,3.5292,3.20065
fedprox_synthetic_0_0,82,0.637774,0.653289,4.215943,3.884707
fedprox_synthetic_0_0,83,0.611532,0.628763,5.167797,4.757157
fedprox_synthetic_0_0,84,0.522962,0.560758,5.049823,4.636354
fedprox_synthetic_0_0,85,0.491799,0.518395,5.19843,4.803155
fedprox_synthetic_0_0,86,0.484229,0.494983,6.933995,6.732556
fedprox_synthetic_0_0,87,0.489023,0.498328,6.483116,6.369213
fedprox_synthetic_0_0,88,0.48915,0.497213,5.977063,5.945788
fedprox_synthetic_0_0,89,0.528388,0.545151,4.040374,4.27822
fedprox_synthetic_0_0,90,0.518925,0.523969,3.723899,4.050217
fedprox_synthetic_0_0,91,0.617714,0.618729,2.954723,3.28159
fedprox_synthetic_0_0,92,0.662377,0.666667,2.704354,3.024472
fedprox_synthetic_0_0,93,0.688367,0.686734,2.71694,3.026974
fedprox_synthetic_0_0,94,0.687232,0.696767,2.910108,3.211304
fedprox_synthetic_0_0,95,0.686096,0.690078,2.985879,3.284028
fedprox_synthetic_0_0,96,0.681302,0.681159,3.177891,3.465645
fedprox_synthetic_0_0,97,0.652662,0.656633,3.690627,3.967121
fedprox_synthetic_0_0,98,0.621625,0.629877,4.509425,4.721762
fedprox_synthetic_0_0,99,0.631845,0.630992,4.448222,4.588164
fedprox_synthetic_0_0,100,0.646101,0.64214,4.112281,4.196017
fedprox_synthetic_0_0,101,0.64219,0.633222,4.06033,4.0005
fedprox_synthetic_0_0,102,0.653167,0.651059,3.768626,3.709555
fedprox_synthetic_0_0,103,0.677517,0.67447,3.509836,3.462381
fedprox_synthetic_0_0,104,0.700227,0.707915,3.318007,3.168704
fedprox_synthetic_0_0,105,0.695811,0.71126,3.800136,3.614745
fedprox_synthetic_0_0,106,0.714862,0.725753,3.746013,3.565073
fedprox_synthetic_0_0,107,0.703255,0.721293,4.189097,4.021717
fedprox_synthetic_0_0,108,0.708933,0.733556,4.137493,3.981474
fedprox_synthetic_0_0,109,0.702498,0.714604,4.480723,4.407193
fedprox_synthetic_0_0,110,0.719404,0.721293,4.569014,4.577953
fedprox_synthetic_0_0,111,0.718521,0.723523,4.394667,4.455841
fedprox_synthetic_0_0,112,0.711077,0.713489,3.751926,3.833346
fedprox_synthetic_0_0,113,0.725587,0.722408,3.247621,3.356159
fedprox_synthetic_0_0,114,0.740222,0.724638,2.892143,2.997134
fedprox_synthetic_0_0,115,0.700101,0.675585,2.784125,2.927128
fedprox_synthetic_0_0,116,0.676129,0.67447,3.586265,3.854069
fedprox_synthetic_0_0,117,0.685213,0.686734,4.967678,5.401382
fedprox_synthetic_0_0,118,0.670326,0.673356,6.119813,6.602997
fedprox_synthetic_0_0,119,0.615191,0.610925,8.174124,8.736975
fedprox_synthetic_0_0,120,0.630078,0.629877,7.680832,8.239664
fedprox_synthetic_0_0,121,0.641433,0.641026,7.835973,8.251036
fedprox_synthetic_0_0,122,0.633359,0.624303,7.305156,7.567692
fedprox_synthetic_0_0,123,0.630457,0.632107,6.927504,7.063143
fedprox_synthetic_0_0,124,0.624527,0.610925,6.858737,6.863083
fedprox_synthetic_0_0,125,0.609261,0.603122,6.868432,6.789131
fedprox_synthetic_0_0,126,0.688241,0.695652,5.632435,5.225067
fedprox_synthetic_0_0,127,0.679662,0.693423,5.629404,5.000517
fedprox_synthetic_0_0,128,0.68597,0.703456,5.733602,5.042728
fedprox_synthetic_0_0,129,0.68698,0.704571,5.439846,4.786879
fedprox_synthetic_0_0,130,0.692531,0.70903,5.049964,4.410182
fedprox_synthetic_0_0,131,0.704012,0.720178,5.139984,4.575207
fedprox_synthetic_0_0,132,0.707545,0.720178,4.939189,4.407464
fedprox_synthetic_0_0,133,0.693414,0.707915,4.808403,4.422213
fedprox_synthetic_0_0,134,0.694928,0.71126,4.968607,4.740318
fedprox_synthetic_0_0,135,0.696568,0.702341,4.700954,4.570549
fedprox_synthetic_0_0,136,0.675751,0.67447,5.482136,5.529313
fedprox_synthetic_0_0,137,0.620363,0.641026,5.381907,5.443505
fedprox_synthetic_0_0,138,0.503407,0.509476,6.475904,6.562441
fedprox_synthetic_0_0,139,0.494322,0.491639,7.641556,7.812491
fedprox_synthetic_0_0,140,0.575196,0.600892,5.767125,6.102971
fedprox_synthetic_0_0,141,0.511734,0.512821,5.472776,5.802269
fedprox_synthetic_0_0,142,0.501388,0.489409,5.185821,5.468194
fedprox_synthetic_0_0,143,0.505425,0.486065,4.643708,4.909775
fedprox_synthetic_0_0,144,0.568887,0.571906,3.033307,3.336471
fedprox_synthetic_0_0,145,0.558668,0.593088,2.755948,2.986192
fedprox_synthetic_0_0,146,0.643957,0.636566,3.478011,3.653223
fedprox_synthetic_0_0,147,0.657835,0.652174,3.762664,3.867697
fedprox_synthetic_0_0,148,0.620994,0.618729,4.995912,4.981487
fedprox_synthetic_0_0,149,0.623265,0.624303,4.718159,4.656604
fedprox_synthetic_0_0,150,0.654302,0.663322,4.428287,4.349074
fedprox_synthetic_0_0,151,0.684456,0.682274,4.122747,4.034548
fedprox_synthetic_0_0,152,0.704643,0.704571,3.690277,3.600608
fedprox_synthetic_0_0,153,0.726218,0.722408,3.472797,3.395628
fedprox_synthetic_0_0,154,0.723947,0.727982,3.350074,3.304027
fedprox_synthetic_0_0,155,0.727732,0.732441,3.351616,3.350112
fedprox_synthetic_0_0,156,0.713601,0.7068,3.869514,3.840567
fedprox_synthetic_0_0,157,0.671966,0.682274,4.533227,4.502586
fedprox_synthetic_0_0,158,0.691774,0.694537,5.270267,5.282598
fedprox_synthetic_0_0,159,0.662882,0.672241,5.990417,6.015079
fedprox_synthetic_0_0,160,0.612793,0.629877,6.516742,6.4507
fedprox_synthetic_0_0,161,0.607873,0.627648,6.223488,6.18395
fedprox_synthetic_0_0,162,0.631088,0.651059,5.549187,5.542319
fedprox_synthetic_0_0,163,0.573555,0.587514,5.671199,5.703223
fedprox_synthetic_0_0,164,0.575826,0.588629,5.253356,5.335487
fedprox_synthetic_0_0,165,0.573051,0.589744,4.924801,5.01274
fedprox_synthetic_0_0,166,0.593111,0.605351,4.082425,4.172503
fedprox_synthetic_0_0,167,0.652031,0.654404,3.452326,3.581168
fedprox_synthetic_0_0,168,0.632854,0.623188,4.206335,4.319546
fedprox_synthetic_0_0,169,0.606611,0.604236,6.213624,6.297302
fedprox_synthetic_0_0,170,0.617966,0.615385,6.675494,6.773736
fedprox_synthetic_0_0,171,0.602826,0.590858,8.377605,8.459473
fedprox_synthetic_0_0,172,0.63298,0.627648,9.24301,9.307228
fedprox_synthetic_0_0,173,0.633611,0.633222,8.40823,8.465791
fedprox_synthetic_0_0,174,0.634494,0.635452,8.17591,8.221582
fedprox_synthetic_0_0,175,0.638658,0.638796,7.005553,6.993358
fedprox_synthetic_0_0,176,0.63134,0.635452,6.867886,6.867648
fedprox_synthetic_0_0,177,0.650517,0.6466,7.190512,7.188724
fedprox_synthetic_0_0,178,0.656573,0.653289,7.643499,7.597478
fedprox_synthetic_0_0,179,0.651148,0.648829,6.784343,6.742438
fedprox_synthetic_0_0,180,0.631214,0.643255,6.286522,6.220151
fedprox_synthetic_0_0,181,0.62806,0.620959,5.500624,5.37841
fedprox_synthetic_0_0,182,0.612541,0.608696,5.315744,5.199443
fedprox_synthetic_0_0,183,0.552612,0.569677,5.52079,5.377174
fedprox_synthetic_0_0,184,0.466818,0.478261,5.895266,5.708945
fedprox_synthetic_0_0,185,0.476028,0.488294,6.170067,5.937297
fedprox_synthetic_0_0,186,0.439061,0.448161,6.664103,6.354039
fedprox_synthetic_0_0,187,0.444613,0.448161,6.984237,6.648289
fedprox_synthetic_0_0,188,0.474262,0.478261,6.573717,6.311577
fedprox_synthetic_0_0,189,0.550214,0.552954,6.047151,5.868457
fedprox_synthetic_0_0,190,0.616452,0.613155,5.647802,5.426318
fedprox_synthetic_0_0,191,0.659601,0.656633,4.966614,4.672709
fedprox_synthetic_0_0,192,0.678274,0.685619,4.890608,4.575499
fedprox_synthetic_0_0,193,0.679157,0.683389,5.043438,4.736531
fedprox_synthetic_0_0,194,0.68761,0.693423,4.658831,4.333788
fedprox_synthetic_0_0,195,0.685718,0.694537,4.64082,4.334675
fedprox_synthetic_0_0,196,0.708049,0.715719,4.367788,4.199858
fedprox_synthetic_0_0,197,0.722685,0.727982,4.737613,4.757161
fedprox_synthetic_0_0,198,0.705778,0.71126,5.694808,5.883886
fedprox_synthetic_0_0,199,0.707419,0.703456,5.735822,5.995682
