dataset,round,train_accuracy,test_accuracy,train_loss,test_loss
fedprox_synthetic_0.5_0.5,35,0.621451,0.645833,19.594072,20.316223
fedprox_synthetic_0.5_0.5,36,0.63447,0.662281,19.921083,20.618435
fedprox_synthetic_0.5_0.5,37,0.611655,0.617325,21.624609,22.89345
fedprox_synthetic_0.5_0.5,38,0.650465,0.663377,20.81322,21.967742
fedprox_synthetic_0.5_0.5,39,0.651209,0.651316,19.253268,20.351999
fedprox_synthetic_0.5_0.5,40,0.629758,0.626096,17.618159,18.690451
fedprox_synthetic_0.5_0.5,41,0.60248,0.595395,16.581221,17.858682
fedprox_synthetic_0.5_0.5,42,0.589957,0.580044,16.232927,17.616993
fedprox_synthetic_0.5_0.5,43,0.588097,0.577851,15.821062,17.217977
fedprox_synthetic_0.5_0.5,44,0.560694,0.54386,15.204194,16.524635
fedprox_synthetic_0.5_0.5,45,0.547179,0.527412,15.450208,16.756599
fedprox_synthetic_0.5_0.5,46,0.530812,0.514254,16.104633,17.443933
fedprox_synthetic_0.5_0.5,47,0.522009,0.504386,16.445897,17.776203
fedprox_synthetic_0.5_0.5,48,0.619343,0.622807,12.462767,13.300431
fedprox_synthetic_0.5_0.5,49,0.590081,0.597588,24.795991,25.612677
fedprox_synthetic_0.5_0.5,50,0.624799,0.64693,22.93135,23.600819
fedprox_synthetic_0.5_0.5,51,0.595412,0.611842,22.98473,23.10263
fedprox_synthetic_0.5_0.5,52,0.591569,0.601974,20.259129,20.556121
fedprox_synthetic_0.5_0.5,53,0.577805,0.591009,18.284426,18.689328
fedprox_synthetic_0.5_0.5,54,0.567762,0.566886,15.431077,16.153615
fedprox_synthetic_0.5_0.5,55,0.591073,0.582237,13.933627,14.541956
fedprox_synthetic_0.5_0.5,56,0.544823,0.530702,13.554229,14.265452
fedprox_synthetic_0.5_0.5,57,0.451457,0.439693,14.586455,15.543513
fedprox_synthetic_0.5_0.5,58,0.376317,0.369518,16.704385,17.74475
fedprox_synthetic_0.5_0.5,59,0.614631,0.608553,12.370905,13.367175
fedprox_synthetic_0.5_0.5,60,0.547055,0.532895,13.119622,14.235477
fedprox_synthetic_0.5_0.5,61,0.467576,0.446272,14.332749,15.573728
fedprox_synthetic_0.5_0.5,62,0.618723,0.623904,15.184859,16.699805
fedprox_synthetic_0.5_0.5,63,0.664228,0.672149,14.388983,15.83039
fedprox_synthetic_0.5_0.5,64,0.681587,0.691886,14.112434,15.520983
fedprox_synthetic_0.5_0.5,65,0.692746,0.701754,13.241466,14.558026
fedprox_synthetic_0.5_0.5,66,0.701054,0.714912,13.164745,14.372762
fedprox_synthetic_0.5_0.5,67,0.710105,0.721491,13.162897,14.104698
fedprox_synthetic_0.5_0.5,68,0.691383,0.701754,9.05171,9.86935
fedprox_synthetic_0.5_0.5,69,0.702914,0.723684,9.637173,10.337018
fedprox_synthetic_0.5_0.5,70,0.706138,0.721491,9.314964,10.022446
fedprox_synthetic_0.5_0.5,71,0.704402,0.716009,9.005029,9.731132
fedprox_synthetic_0.5_0.5,72,0.690515,0.703947,11.579934,11.844637
fedprox_synthetic_0.5_0.5,73,0.643645,0.652412,18.539167,18.452339
fedprox_synthetic_0.5_0.5,74,0.627402,0.626096,18.828764,18.795256
fedprox_synthetic_0.5_0.5,75,0.59194,0.592105,18.251549,18.243823
fedprox_synthetic_0.5_0.5,76,0.56925,0.565789,18.416102,18.412137
fedprox_synthetic_0.5_0.5,77,0.569622,0.566886,17.83261,17.829765
fedprox_synthetic_0.5_0.5,78,0.648853,0.678728,11.490312,11.134718
fedprox_synthetic_0.5_0.5,79,0.657409,0.683114,10.663328,10.288737
fedprox_synthetic_0.5_0.5,80,0.632734,0.638158,8.926484,8.690084
fedprox_synthetic_0.5_0.5,81,0.586237,0.598684,14.698634,14.561551
fedprox_synthetic_0.5_0.5,82,0.596652,0.608553,14.734782,14.544459
fedprox_synthetic_0.5_0.5,83,0.594296,0.597588,17.457269,18.170377
fedprox_synthetic_0.5_0.5,84,0.578549,0.596491,19.024234,20.683454
fedprox_synthetic_0.5_0.5,85,0.59442,0.615132,20.077558,22.404558
fedprox_synthetic_0.5_0.5,86,0.590949,0.601974,18.248563,20.679151
fedprox_synthetic_0.5_0.5,87,0.586113,0.582237,17.302356,19.891337
fedprox_synthetic_0.5_0.5,88,0.610415,0.611842,12.373825,14.613938
fedprox_synthetic_0.5_0.5,89,0.550899,0.546053,13.552335,15.870149
fedprox_synthetic_0.5_0.5,90,0.509733,0.505482,14.503592,16.871061
fedprox_synthetic_0.5_0.5,91,0.655177,0.64693,14.403615,16.088018
fedprox_synthetic_0.5_0.5,92,0.631122,0.60636,14.875065,16.669351
fedprox_synthetic_0.5_0.5,93,0.591073,0.560307,14.277936,16.267296
fedprox_synthetic_0.5_0.5,94,0.636826,0.634868,15.405708,17.527425
fedprox_synthetic_0.5_0.5,95,0.559578,0.560307,21.918432,24.44197
fedprox_synthetic_0.5_0.5,96,0.563918,0.573465,21.149527,23.741783
fedprox_synthetic_0.5_0.5,97,0.590205,0.587719,21.710864,24.874998
fedprox_synthetic_0.5_0.5,98,0.597396,0.585526,21.058617,23.997633
fedprox_synthetic_0.5_0.5,99,0.597148,0.601974,20.649038,23.383756
fedprox_synthetic_0.5_0.5,100,0.613267,0.60636,18.154866,20.276248
fedprox_synthetic_0.5_0.5,101,0.626782,0.631579,18.576556,20.523154
fedprox_synthetic_0.5_0.5,102,0.63757,0.64364,18.371583,19.932511
fedprox_synthetic_0.5_0.5,103,0.655921,0.672149,19.593691,20.843817
fedprox_synthetic_0.5_0.5,104,0.670428,0.684211,20.324202,21.381321
fedprox_synthetic_0.5_0.5,105,0.676627,0.688596,21.284982,22.132637
fedprox_synthetic_0.5_0.5,106,0.681091,0.695175,20.33943,21.150917
fedprox_synthetic_0.5_0.5,107,0.689895,0.699561,11.849528,12.904905
fedprox_synthetic_0.5_0.5,108,0.69845,0.70943,12.35403,13.251484
fedprox_synthetic_0.5_0.5,109,0.699938,0.707237,12.41076,13.285586
fedprox_synthetic_0.5_0.5,110,0.700806,0.710526,11.979399,12.820165
fedprox_synthetic_0.5_0.5,111,0.698822,0.712719,11.846493,12.640875
fedprox_synthetic_0.5_0.5,112,0.698202,0.701754,11.736552,12.947739
fedprox_synthetic_0.5_0.5,113,0.702542,0.711623,11.515862,12.745382
fedprox_synthetic_0.5_0.5,114,0.696962,0.70614,11.305308,12.512478
fedprox_synthetic_0.5_0.5,115,0.683447,0.675439,14.837018,16.048716
fedprox_synthetic_0.5_0.5,116,0.659144,0.641447,14.807564,16.139441
fedprox_synthetic_0.5_0.5,117,0.579665,0.554825,15.77726,17.267779
fedprox_synthetic_0.5_0.5,118,0.5354,0.507675,17.283862,18.882969
fedprox_synthetic_0.5_0.5,119,0.499566,0.476974,21.122391,22.862688
fedprox_synthetic_0.5_0.5,120,0.659144,0.658991,10.663905,12.283305
fedprox_synthetic_0.5_0.5,121,0.62641,0.618421,10.332964,11.954616
fedprox_synthetic_0.5_0.5,122,0.582269,0.557018,11.144596,12.908468
fedprox_synthetic_0.5_0.5,123,0.564662,0.537281,11.290757,13.141667
fedprox_synthetic_0.5_0.5,124,0.552759,0.525219,11.49067,13.402423
fedprox_synthetic_0.5_0.5,125,0.549411,0.520833,11.421959,13.367967
fedprox_synthetic_0.5_0.5,126,0.651333,0.650219,9.788426,11.470472
fedprox_synthetic_0.5_0.5,127,0.648109,0.651316,10.256743,11.973748
fedprox_synthetic_0.5_0.5,128,0.630626,0.612939,10.545754,12.305768
fedprox_synthetic_0.5_0.5,129,0.619963,0.609649,17.104637,18.953384
fedprox_synthetic_0.5_0.5,130,0.606076,0.591009,17.575692,19.433582
fedprox_synthetic_0.5_0.5,131,0.653441,0.651316,16.735558,18.487264
fedprox_synthetic_0.5_0.5,132,0.6646,0.663377,15.35875,17.128407
fedprox_synthetic_0.5_0.5,133,0.675759,0.672149,14.104708,15.8627
fedprox_synthetic_0.5_0.5,134,0.658277,0.667763,14.044357,14.789241
fedprox_synthetic_0.5_0.5,135,0.639554,0.655702,18.759083,18.77758
fedprox_synthetic_0.5_0.5,136,0.62703,0.64364,18.127363,18.166416
fedprox_synthetic_0.5_0.5,137,0.614383,0.617325,17.789383,17.83586
fedprox_synthetic_0.5_0.5,138,0.608184,0.605263,17.563154,17.648922
fedprox_synthetic_0.5_0.5,139,0.585617,0.578947,16.134598,16.378207
fedprox_synthetic_0.5_0.5,140,0.521389,0.505482,16.335185,16.690496
fedprox_synthetic_0.5_0.5,141,0.488655,0.469298,16.524536,16.973186
fedprox_synthetic_0.5_0.5,142,0.4584,0.446272,16.78234,17.318905
fedprox_synthetic_0.5_0.5,143,0.420459,0.412281,17.640694,18.285357
fedprox_synthetic_0.5_0.5,144,0.40558,0.39693,18.211183,18.909958
fedprox_synthetic_0.5_0.5,145,0.657905,0.64693,12.159186,13.821884
fedprox_synthetic_0.5_0.5,146,0.654433,0.657895,15.124526,18.090089
fedprox_synthetic_0.5_0.5,147,0.665344,0.656798,14.881407,17.773257
fedprox_synthetic_0.5_0.5,148,0.699566,0.694079,14.918143,17.581408
fedprox_synthetic_0.5_0.5,149,0.70713,0.708333,14.20989,16.70551
fedprox_synthetic_0.5_0.5,150,0.715561,0.717105,13.770205,16.052428
fedprox_synthetic_0.5_0.5,151,0.673156,0.669956,9.364786,11.02495
fedprox_synthetic_0.5_0.5,152,0.677991,0.683114,9.55226,11.110059
fedprox_synthetic_0.5_0.5,153,0.586733,0.592105,16.805001,17.993749
fedprox_synthetic_0.5_0.5,154,0.590453,0.60307,17.323257,18.456034
fedprox_synthetic_0.5_0.5,155,0.586113,0.591009,26.596929,27.572398
fedprox_synthetic_0.5_0.5,156,0.543831,0.555921,34.635946,35.598074
fedprox_synthetic_0.5_0.5,157,0.554247,0.566886,32.325498,33.484547
fedprox_synthetic_0.5_0.5,158,0.499814,0.489035,26.846453,28.132616
fedprox_synthetic_0.5_0.5,159,0.561934,0.575658,17.204581,18.401387
fedprox_synthetic_0.5_0.5,160,0.543087,0.548246,17.204937,18.393936
fedprox_synthetic_0.5_0.5,161,0.509609,0.5,16.95959,18.256525
fedprox_synthetic_0.5_0.5,162,0.549411,0.542763,15.840273,17.069833
fedprox_synthetic_0.5_0.5,163,0.508122,0.507675,15.826206,17.069911
fedprox_synthetic_0.5_0.5,164,0.483943,0.467105,16.01465,17.350938
fedprox_synthetic_0.5_0.5,165,0.471668,0.458333,16.13917,17.556189
fedprox_synthetic_0.5_0.5,166,0.475263,0.45943,15.979828,17.424915
fedprox_synthetic_0.5_0.5,167,0.468196,0.450658,16.258438,17.769926
fedprox_synthetic_0.5_0.5,168,0.459144,0.442982,16.909202,18.495131
fedprox_synthetic_0.5_0.5,169,0.462368,0.446272,17.110859,18.728797
fedprox_synthetic_0.5_0.5,170,0.464352,0.451754,17.133631,18.783497
fedprox_synthetic_0.5_0.5,171,0.468692,0.455044,17.383739,19.132362
fedprox_synthetic_0.5_0.5,172,0.471172,0.455044,17.695613,19.564984
fedprox_synthetic_0.5_0.5,173,0.600496,0.578947,10.528044,12.558419
fedprox_synthetic_0.5_0.5,174,0.615623,0.60307,14.90852,17.674951
fedprox_synthetic_0.5_0.5,175,0.616863,0.595395,20.586221,24.101904
fedprox_synthetic_0.5_0.5,176,0.600124,0.578947,20.427286,24.008445
fedprox_synthetic_0.5_0.5,177,0.656789,0.657895,19.785156,22.57382
fedprox_synthetic_0.5_0.5,178,0.643521,0.639254,19.352527,22.109028
fedprox_synthetic_0.5_0.5,179,0.688779,0.691886,16.735742,18.791207
fedprox_synthetic_0.5_0.5,180,0.685431,0.684211,16.77135,18.769131
fedprox_synthetic_0.5_0.5,181,0.689399,0.691886,16.344263,18.2663
fedprox_synthetic_0.5_0.5,182,0.657037,0.663377,16.530307,18.291475
fedprox_synthetic_0.5_0.5,183,0.629014,0.625,16.953583,18.593234
fedprox_synthetic_0.5_0.5,184,0.580533,0.569079,18.236093,19.804098
fedprox_synthetic_0.5_0.5,185,0.67204,0.685307,15.774989,17.064623
fedprox_synthetic_0.5_0.5,186,0.675759,0.691886,15.973567,17.156387
fedprox_synthetic_0.5_0.5,187,0.675015,0.697368,16.862701,17.784772
fedprox_synthetic_0.5_0.5,188,0.674024,0.691886,16.998212,17.798731
fedprox_synthetic_0.5_0.5,189,0.672164,0.690789,17.083787,17.824167
fedprox_synthetic_0.5_0.5,190,0.673652,0.689693,17.076438,17.715894
fedprox_synthetic_0.5_0.5,191,0.680223,0.696272,16.604465,17.202694
fedprox_synthetic_0.5_0.5,192,0.684315,0.701754,16.038969,16.625304
fedprox_synthetic_0.5_0.5,193,0.682951,0.691886,12.532642,12.842884
fedprox_synthetic_0.5_0.5,194,0.651457,0.657895,12.404899,12.889404
fedprox_synthetic_0.5_0.5,195,0.591197,0.58443,12.997918,13.607075
fedprox_synthetic_0.5_0.5,196,0.56305,0.554825,13.359047,13.990982
fedprox_synthetic_0.5_0.5,197,0.550403,0.526316,13.262466,13.894965
fedprox_synthetic_0.5_0.5,198,0.535524,0.507675,13.513872,14.165454
fedprox_synthetic_0.5_0.5,199,0.522009,0.498904,13.569995,14.307283
