dataset,round,train_accuracy,test_accuracy
fedprox_synthetic_iid,83,0.794565,0.768944
fedprox_synthetic_iid,84,0.79541,0.768944
fedprox_synthetic_iid,85,0.796114,0.768944
fedprox_synthetic_iid,86,0.796255,0.768944
fedprox_synthetic_iid,87,0.800901,0.773913
fedprox_synthetic_iid,88,0.80076,0.776398
fedprox_synthetic_iid,89,0.801183,0.776398
fedprox_synthetic_iid,90,0.801887,0.775155
fedprox_synthetic_iid,91,0.80245,0.775155
fedprox_synthetic_iid,92,0.802591,0.775155
fedprox_synthetic_iid,93,0.805829,0.77764
fedprox_synthetic_iid,94,0.806111,0.77764
fedprox_synthetic_iid,95,0.806815,0.77764
fedprox_synthetic_iid,96,0.806815,0.77764
fedprox_synthetic_iid,97,0.809068,0.782609
fedprox_synthetic_iid,98,0.809209,0.781366
fedprox_synthetic_iid,99,0.809349,0.782609
fedprox_synthetic_iid,100,0.810194,0.782609
fedprox_synthetic_iid,101,0.810335,0.782609
fedprox_synthetic_iid,102,0.810054,0.783851
fedprox_synthetic_iid,103,0.810476,0.783851
fedprox_synthetic_iid,104,0.810898,0.783851
fedprox_synthetic_iid,105,0.810898,0.783851
fedprox_synthetic_iid,106,0.813574,0.785093
fedprox_synthetic_iid,107,0.814278,0.785093
fedprox_synthetic_iid,108,0.814841,0.786335
fedprox_synthetic_iid,109,0.814841,0.787578
fedprox_synthetic_iid,110,0.817516,0.792547
fedprox_synthetic_iid,111,0.819628,0.795031
fedprox_synthetic_iid,112,0.820332,0.795031
fedprox_synthetic_iid,113,0.821036,0.795031
fedprox_synthetic_iid,114,0.821177,0.795031
fedprox_synthetic_iid,115,0.821318,0.797516
fedprox_synthetic_iid,116,0.821881,0.797516
fedprox_synthetic_iid,117,0.822444,0.797516
fedprox_synthetic_iid,118,0.822726,0.8
fedprox_synthetic_iid,119,0.823008,0.8
fedprox_synthetic_iid,120,0.824416,0.802484
fedprox_synthetic_iid,121,0.826246,0.803727
fedprox_synthetic_iid,122,0.82864,0.806211
fedprox_synthetic_iid,123,0.829062,0.807453
fedprox_synthetic_iid,124,0.831456,0.807453
fedprox_synthetic_iid,125,0.831738,0.807453
fedprox_synthetic_iid,126,0.83216,0.807453
fedprox_synthetic_iid,127,0.833568,0.808696
fedprox_synthetic_iid,128,0.836103,0.81118
fedprox_synthetic_iid,129,0.838355,0.816149
fedprox_synthetic_iid,130,0.838778,0.816149
fedprox_synthetic_iid,131,0.838919,0.817391
fedprox_synthetic_iid,132,0.839763,0.817391
fedprox_synthetic_iid,133,0.842016,0.818634
fedprox_synthetic_iid,134,0.84258,0.818634
fedprox_synthetic_iid,135,0.845114,0.819876
fedprox_synthetic_iid,136,0.845959,0.819876
fedprox_synthetic_iid,137,0.847508,0.82236
fedprox_synthetic_iid,138,0.847649,0.823602
fedprox_synthetic_iid,139,0.850183,0.826087
fedprox_synthetic_iid,140,0.852295,0.826087
fedprox_synthetic_iid,141,0.854126,0.827329
fedprox_synthetic_iid,142,0.854548,0.827329
fedprox_synthetic_iid,143,0.85483,0.827329
fedprox_synthetic_iid,144,0.85483,0.827329
fedprox_synthetic_iid,145,0.855393,0.827329
fedprox_synthetic_iid,146,0.857223,0.828571
fedprox_synthetic_iid,147,0.857646,0.828571
fedprox_synthetic_iid,148,0.857646,0.828571
fedprox_synthetic_iid,149,0.859617,0.828571
fedprox_synthetic_iid,150,0.86018,0.832298
fedprox_synthetic_iid,151,0.860321,0.83354
fedprox_synthetic_iid,152,0.862152,0.83354
fedprox_synthetic_iid,153,0.862433,0.83354
fedprox_synthetic_iid,154,0.862715,0.834783
fedprox_synthetic_iid,155,0.862715,0.836025
fedprox_synthetic_iid,156,0.862856,0.836025
fedprox_synthetic_iid,157,0.864686,0.839752
fedprox_synthetic_iid,158,0.864827,0.838509
fedprox_synthetic_iid,159,0.864968,0.839752
fedprox_synthetic_iid,160,0.864827,0.839752
fedprox_synthetic_iid,161,0.866657,0.839752
fedprox_synthetic_iid,162,0.866657,0.839752
fedprox_synthetic_iid,163,0.866657,0.839752
fedprox_synthetic_iid,164,0.866798,0.839752
fedprox_synthetic_iid,165,0.866939,0.839752
fedprox_synthetic_iid,166,0.86708,0.839752
fedprox_synthetic_iid,167,0.866939,0.839752
fedprox_synthetic_iid,168,0.867361,0.839752
fedprox_synthetic_iid,169,0.867502,0.839752
fedprox_synthetic_iid,170,0.867221,0.839752
fedprox_synthetic_iid,171,0.868347,0.839752
fedprox_synthetic_iid,172,0.868347,0.840994
fedprox_synthetic_iid,173,0.86891,0.842236
fedprox_synthetic_iid,174,0.869333,0.842236
fedprox_synthetic_iid,175,0.869051,0.842236
fedprox_synthetic_iid,176,0.869333,0.842236
fedprox_synthetic_iid,177,0.870881,0.840994
fedprox_synthetic_iid,178,0.871022,0.842236
fedprox_synthetic_iid,179,0.871445,0.84472
fedprox_synthetic_iid,180,0.871445,0.84472
fedprox_synthetic_iid,181,0.871726,0.843478
fedprox_synthetic_iid,182,0.871585,0.84472
fedprox_synthetic_iid,183,0.871726,0.845963
fedprox_synthetic_iid,184,0.872008,0.845963
fedprox_synthetic_iid,185,0.872149,0.845963
fedprox_synthetic_iid,186,0.871726,0.84472
fedprox_synthetic_iid,187,0.872994,0.845963
fedprox_synthetic_iid,188,0.873275,0.845963
fedprox_synthetic_iid,189,0.873557,0.845963
fedprox_synthetic_iid,190,0.873838,0.845963
fedprox_synthetic_iid,191,0.874824,0.849689
fedprox_synthetic_iid,192,0.875246,0.849689
fedprox_synthetic_iid,193,0.875246,0.849689
fedprox_synthetic_iid,194,0.875669,0.848447
fedprox_synthetic_iid,195,0.876936,0.849689
fedprox_synthetic_iid,196,0.877499,0.848447
fedprox_synthetic_iid,197,0.877218,0.848447
fedprox_synthetic_iid,198,0.877358,0.848447
fedprox_synthetic_iid,199,0.877358,0.848447
