dataset,round,train_accuracy,test_accuracy
fedprox_mnist,133,0.775696,0.77585
fedprox_mnist,134,0.76817,0.769345
fedprox_mnist,135,0.724296,0.725302
fedprox_mnist,136,0.732681,0.733839
fedprox_mnist,137,0.731011,0.733297
fedprox_mnist,138,0.73187,0.733297
fedprox_mnist,139,0.734206,0.736414
fedprox_mnist,140,0.733622,0.735737
fedprox_mnist,141,0.737596,0.741835
fedprox_mnist,142,0.732195,0.733568
fedprox_mnist,143,0.732243,0.732484
fedprox_mnist,144,0.737142,0.739667
fedprox_mnist,145,0.742738,0.745223
fedprox_mnist,146,0.743987,0.745765
fedprox_mnist,147,0.74097,0.741157
fedprox_mnist,148,0.74144,0.741293
fedprox_mnist,149,0.741894,0.741564
fedprox_mnist,150,0.741229,0.741022
fedprox_mnist,151,0.742202,0.742106
fedprox_mnist,152,0.749696,0.75105
fedprox_mnist,153,0.756703,0.757284
fedprox_mnist,154,0.758438,0.758097
fedprox_mnist,155,0.759541,0.758639
fedprox_mnist,156,0.758714,0.758233
fedprox_mnist,157,0.76118,0.759588
fedprox_mnist,158,0.763872,0.762163
fedprox_mnist,159,0.76491,0.763112
fedprox_mnist,160,0.767635,0.764738
fedprox_mnist,161,0.76611,0.764196
fedprox_mnist,162,0.760774,0.759453
fedprox_mnist,163,0.768835,0.766364
fedprox_mnist,164,0.768332,0.766228
fedprox_mnist,165,0.763726,0.76406
fedprox_mnist,166,0.763012,0.763518
fedprox_mnist,167,0.761796,0.763247
fedprox_mnist,168,0.778681,0.780187
fedprox_mnist,169,0.784487,0.784524
fedprox_mnist,170,0.7816,0.781407
fedprox_mnist,171,0.779411,0.77978
fedprox_mnist,172,0.7786,0.778696
fedprox_mnist,173,0.781568,0.781136
fedprox_mnist,174,0.790667,0.788589
fedprox_mnist,175,0.789953,0.788318
fedprox_mnist,176,0.790132,0.788318
fedprox_mnist,177,0.790472,0.788996
fedprox_mnist,178,0.796847,0.794552
fedprox_mnist,179,0.796604,0.793603
fedprox_mnist,180,0.796441,0.79401
fedprox_mnist,181,0.798274,0.79672
fedprox_mnist,182,0.797885,0.796314
fedprox_mnist,183,0.796798,0.794959
fedprox_mnist,184,0.791267,0.788589
fedprox_mnist,185,0.790262,0.788318
fedprox_mnist,186,0.792889,0.7913
fedprox_mnist,187,0.80095,0.80065
fedprox_mnist,188,0.819263,0.817048
fedprox_mnist,189,0.818306,0.816642
fedprox_mnist,190,0.819068,0.818268
fedprox_mnist,191,0.818922,0.817861
fedprox_mnist,192,0.818046,0.81759
fedprox_mnist,193,0.818565,0.817455
fedprox_mnist,194,0.818679,0.817455
fedprox_mnist,195,0.81743,0.816371
fedprox_mnist,196,0.814072,0.812305
fedprox_mnist,197,0.813375,0.812712
fedprox_mnist,198,0.81245,0.81217
fedprox_mnist,199,0.812369,0.812034
