dataset,round,train_accuracy,test_accuracy
fedprox_synthetic_1_1,51,0.565729,0.561808
fedprox_synthetic_1_1,52,0.565,0.54797
fedprox_synthetic_1_1,53,0.573646,0.554428
fedprox_synthetic_1_1,54,0.62,0.616236
fedprox_synthetic_1_1,55,0.620938,0.622694
fedprox_synthetic_1_1,56,0.615521,0.604244
fedprox_synthetic_1_1,57,0.590208,0.589483
fedprox_synthetic_1_1,58,0.595833,0.598708
fedprox_synthetic_1_1,59,0.570729,0.567343
fedprox_synthetic_1_1,60,0.568646,0.565498
fedprox_synthetic_1_1,61,0.563646,0.559963
fedprox_synthetic_1_1,62,0.567292,0.562731
fedprox_synthetic_1_1,63,0.609167,0.600554
fedprox_synthetic_1_1,64,0.611042,0.605166
fedprox_synthetic_1_1,65,0.617188,0.614391
fedprox_synthetic_1_1,66,0.617083,0.613469
fedprox_synthetic_1_1,67,0.619896,0.607934
fedprox_synthetic_1_1,68,0.58,0.583948
fedprox_synthetic_1_1,69,0.583438,0.586716
fedprox_synthetic_1_1,70,0.577604,0.579336
fedprox_synthetic_1_1,71,0.550104,0.54797
fedprox_synthetic_1_1,72,0.545625,0.54428
fedprox_synthetic_1_1,73,0.547604,0.545203
fedprox_synthetic_1_1,74,0.54625,0.543358
fedprox_synthetic_1_1,75,0.542917,0.54428
fedprox_synthetic_1_1,76,0.559792,0.580258
fedprox_synthetic_1_1,77,0.553021,0.560886
fedprox_synthetic_1_1,78,0.564896,0.559041
fedprox_synthetic_1_1,79,0.575208,0.569188
fedprox_synthetic_1_1,80,0.580208,0.581181
fedprox_synthetic_1_1,81,0.613437,0.603321
fedprox_synthetic_1_1,82,0.602292,0.585793
fedprox_synthetic_1_1,83,0.582708,0.555351
fedprox_synthetic_1_1,84,0.581562,0.553506
fedprox_synthetic_1_1,85,0.620521,0.592251
fedprox_synthetic_1_1,86,0.626042,0.597786
fedprox_synthetic_1_1,87,0.630417,0.610701
fedprox_synthetic_1_1,88,0.613125,0.589483
fedprox_synthetic_1_1,89,0.598854,0.570111
fedprox_synthetic_1_1,90,0.627604,0.604244
fedprox_synthetic_1_1,91,0.622708,0.598708
fedprox_synthetic_1_1,92,0.624896,0.602399
fedprox_synthetic_1_1,93,0.625313,0.604244
fedprox_synthetic_1_1,94,0.540729,0.549815
fedprox_synthetic_1_1,95,0.550208,0.559963
fedprox_synthetic_1_1,96,0.556562,0.562731
fedprox_synthetic_1_1,97,0.57625,0.570111
fedprox_synthetic_1_1,98,0.566354,0.564576
fedprox_synthetic_1_1,99,0.538646,0.539668
fedprox_synthetic_1_1,100,0.592708,0.604244
fedprox_synthetic_1_1,101,0.573438,0.577491
fedprox_synthetic_1_1,102,0.532708,0.5369
fedprox_synthetic_1_1,103,0.568646,0.555351
fedprox_synthetic_1_1,104,0.569896,0.557196
fedprox_synthetic_1_1,105,0.565729,0.555351
fedprox_synthetic_1_1,106,0.568333,0.561808
fedprox_synthetic_1_1,107,0.592292,0.588561
fedprox_synthetic_1_1,108,0.596042,0.590406
fedprox_synthetic_1_1,109,0.583542,0.575646
fedprox_synthetic_1_1,110,0.580625,0.572878
fedprox_synthetic_1_1,111,0.577812,0.572878
fedprox_synthetic_1_1,112,0.5775,0.571033
fedprox_synthetic_1_1,113,0.57875,0.574723
fedprox_synthetic_1_1,114,0.580729,0.571956
fedprox_synthetic_1_1,115,0.583125,0.575646
fedprox_synthetic_1_1,116,0.615208,0.588561
fedprox_synthetic_1_1,117,0.612292,0.609779
fedprox_synthetic_1_1,118,0.615625,0.597786
fedprox_synthetic_1_1,119,0.614896,0.595018
fedprox_synthetic_1_1,120,0.614479,0.589483
fedprox_synthetic_1_1,121,0.61625,0.583948
fedprox_synthetic_1_1,122,0.602396,0.590406
fedprox_synthetic_1_1,123,0.605313,0.582103
fedprox_synthetic_1_1,124,0.6025,0.578413
fedprox_synthetic_1_1,125,0.532604,0.535978
fedprox_synthetic_1_1,126,0.518646,0.52952
fedprox_synthetic_1_1,127,0.502917,0.512915
fedprox_synthetic_1_1,128,0.465625,0.468635
fedprox_synthetic_1_1,129,0.451667,0.45572
fedprox_synthetic_1_1,130,0.408646,0.409594
fedprox_synthetic_1_1,131,0.395729,0.390221
fedprox_synthetic_1_1,132,0.356771,0.346863
fedprox_synthetic_1_1,133,0.336458,0.331181
fedprox_synthetic_1_1,134,0.340833,0.337638
fedprox_synthetic_1_1,135,0.613958,0.601476
fedprox_synthetic_1_1,136,0.595729,0.575646
fedprox_synthetic_1_1,137,0.595521,0.567343
fedprox_synthetic_1_1,138,0.558125,0.560886
fedprox_synthetic_1_1,139,0.530208,0.5369
fedprox_synthetic_1_1,140,0.490833,0.484317
fedprox_synthetic_1_1,141,0.565521,0.552583
fedprox_synthetic_1_1,142,0.576042,0.555351
fedprox_synthetic_1_1,143,0.599896,0.595018
fedprox_synthetic_1_1,144,0.592083,0.590406
fedprox_synthetic_1_1,145,0.514896,0.51476
fedprox_synthetic_1_1,146,0.522292,0.520295
fedprox_synthetic_1_1,147,0.482292,0.501845
fedprox_synthetic_1_1,148,0.486458,0.511993
fedprox_synthetic_1_1,149,0.564271,0.588561
fedprox_synthetic_1_1,150,0.548646,0.557196
fedprox_synthetic_1_1,151,0.522708,0.538745
fedprox_synthetic_1_1,152,0.583021,0.570111
fedprox_synthetic_1_1,153,0.584688,0.577491
fedprox_synthetic_1_1,154,0.572708,0.583026
fedprox_synthetic_1_1,155,0.5575,0.555351
fedprox_synthetic_1_1,156,0.540312,0.553506
fedprox_synthetic_1_1,157,0.605938,0.595018
fedprox_synthetic_1_1,158,0.57875,0.562731
fedprox_synthetic_1_1,159,0.621042,0.605166
fedprox_synthetic_1_1,160,0.614583,0.597786
fedprox_synthetic_1_1,161,0.610833,0.595941
fedprox_synthetic_1_1,162,0.612396,0.588561
fedprox_synthetic_1_1,163,0.589688,0.572878
fedprox_synthetic_1_1,164,0.601562,0.587638
fedprox_synthetic_1_1,165,0.591771,0.573801
fedprox_synthetic_1_1,166,0.578229,0.572878
fedprox_synthetic_1_1,167,0.541771,0.526753
fedprox_synthetic_1_1,168,0.598437,0.595941
fedprox_synthetic_1_1,169,0.580208,0.579336
fedprox_synthetic_1_1,170,0.571354,0.563653
fedprox_synthetic_1_1,171,0.560625,0.552583
fedprox_synthetic_1_1,172,0.560833,0.552583
fedprox_synthetic_1_1,173,0.5625,0.552583
fedprox_synthetic_1_1,174,0.563229,0.553506
fedprox_synthetic_1_1,175,0.56375,0.555351
fedprox_synthetic_1_1,176,0.566354,0.554428
fedprox_synthetic_1_1,177,0.568646,0.554428
fedprox_synthetic_1_1,178,0.603333,0.581181
fedprox_synthetic_1_1,179,0.598021,0.577491
fedprox_synthetic_1_1,180,0.586771,0.572878
fedprox_synthetic_1_1,181,0.575521,0.551661
fedprox_synthetic_1_1,182,0.569688,0.538745
fedprox_synthetic_1_1,183,0.558854,0.532288
fedprox_synthetic_1_1,184,0.556979,0.523985
fedprox_synthetic_1_1,185,0.643958,0.615314
fedprox_synthetic_1_1,186,0.632708,0.608856
fedprox_synthetic_1_1,187,0.654062,0.631919
fedprox_synthetic_1_1,188,0.571354,0.576568
fedprox_synthetic_1_1,189,0.64125,0.624539
fedprox_synthetic_1_1,190,0.610625,0.607934
fedprox_synthetic_1_1,191,0.649687,0.642989
fedprox_synthetic_1_1,192,0.614375,0.624539
fedprox_synthetic_1_1,193,0.585729,0.587638
fedprox_synthetic_1_1,194,0.638542,0.626384
fedprox_synthetic_1_1,195,0.625417,0.606089
fedprox_synthetic_1_1,196,0.613125,0.606089
fedprox_synthetic_1_1,197,0.622917,0.619004
fedprox_synthetic_1_1,198,0.607708,0.610701
fedprox_synthetic_1_1,199,0.595208,0.603321
