dataset,round,train_accuracy,test_accuracy,train_loss,test_loss
fedprox_synthetic_0.5_0.5,135,0.718537,0.733553,0.846389,0.836119
fedprox_synthetic_0.5_0.5,136,0.719157,0.733553,0.832549,0.824686
fedprox_synthetic_0.5_0.5,137,0.717669,0.729167,0.821614,0.81632
fedprox_synthetic_0.5_0.5,138,0.713949,0.733553,0.81559,0.813004
fedprox_synthetic_0.5_0.5,139,0.707874,0.712719,0.788733,0.793445
fedprox_synthetic_0.5_0.5,140,0.686547,0.684211,0.794776,0.806686
fedprox_synthetic_0.5_0.5,141,0.676627,0.674342,0.7951,0.810037
fedprox_synthetic_0.5_0.5,142,0.66956,0.666667,0.793941,0.812252
fedprox_synthetic_0.5_0.5,143,0.655301,0.641447,0.792957,0.816377
fedprox_synthetic_0.5_0.5,144,0.649101,0.632675,0.795046,0.820613
fedprox_synthetic_0.5_0.5,145,0.744575,0.755482,0.667588,0.712737
fedprox_synthetic_0.5_0.5,146,0.728456,0.73136,0.866153,0.938124
fedprox_synthetic_0.5_0.5,147,0.725108,0.72807,0.879054,0.953075
fedprox_synthetic_0.5_0.5,148,0.721389,0.713816,0.874998,0.950167
fedprox_synthetic_0.5_0.5,149,0.723001,0.721491,0.855452,0.929776
fedprox_synthetic_0.5_0.5,150,0.731308,0.73136,0.828658,0.901003
fedprox_synthetic_0.5_0.5,151,0.752635,0.763158,0.675276,0.711187
fedprox_synthetic_0.5_0.5,152,0.754123,0.758772,0.671587,0.705354
fedprox_synthetic_0.5_0.5,153,0.739492,0.746711,0.751588,0.75945
fedprox_synthetic_0.5_0.5,154,0.739988,0.740132,0.755139,0.762007
fedprox_synthetic_0.5_0.5,155,0.740484,0.748904,0.929024,0.946728
fedprox_synthetic_0.5_0.5,156,0.72672,0.742325,1.205611,1.237176
fedprox_synthetic_0.5_0.5,157,0.727464,0.745614,1.155994,1.191818
fedprox_synthetic_0.5_0.5,158,0.730192,0.744518,1.10237,1.14382
fedprox_synthetic_0.5_0.5,159,0.73912,0.746711,0.836849,0.918752
fedprox_synthetic_0.5_0.5,160,0.739244,0.744518,0.83023,0.914684
fedprox_synthetic_0.5_0.5,161,0.740236,0.746711,0.821011,0.907593
fedprox_synthetic_0.5_0.5,162,0.742963,0.745614,0.808096,0.896581
fedprox_synthetic_0.5_0.5,163,0.746683,0.743421,0.791865,0.88077
fedprox_synthetic_0.5_0.5,164,0.751023,0.755482,0.7357,0.824111
fedprox_synthetic_0.5_0.5,165,0.753255,0.755482,0.726017,0.81645
fedprox_synthetic_0.5_0.5,166,0.754371,0.754386,0.720214,0.811196
fedprox_synthetic_0.5_0.5,167,0.755859,0.758772,0.695008,0.786411
fedprox_synthetic_0.5_0.5,168,0.751519,0.760965,0.68564,0.778056
fedprox_synthetic_0.5_0.5,169,0.749535,0.758772,0.680302,0.772275
fedprox_synthetic_0.5_0.5,170,0.746683,0.754386,0.677283,0.769094
fedprox_synthetic_0.5_0.5,171,0.741352,0.737939,0.674141,0.765481
fedprox_synthetic_0.5_0.5,172,0.735772,0.722588,0.675052,0.765206
fedprox_synthetic_0.5_0.5,173,0.738872,0.742325,0.67247,0.720013
fedprox_synthetic_0.5_0.5,174,0.734532,0.745614,0.843336,0.859839
fedprox_synthetic_0.5_0.5,175,0.730812,0.748904,1.065045,1.056551
fedprox_synthetic_0.5_0.5,176,0.733664,0.745614,1.006247,0.998373
fedprox_synthetic_0.5_0.5,177,0.741104,0.748904,0.823285,0.843155
fedprox_synthetic_0.5_0.5,178,0.743087,0.759868,0.815085,0.832886
fedprox_synthetic_0.5_0.5,179,0.735028,0.745614,0.843128,0.921809
fedprox_synthetic_0.5_0.5,180,0.732796,0.740132,0.83865,0.920744
fedprox_synthetic_0.5_0.5,181,0.733664,0.741228,0.8271,0.909892
fedprox_synthetic_0.5_0.5,182,0.724489,0.720395,0.831573,0.916268
fedprox_synthetic_0.5_0.5,183,0.715189,0.710526,0.839683,0.926292
fedprox_synthetic_0.5_0.5,184,0.696094,0.690789,0.840478,0.928409
fedprox_synthetic_0.5_0.5,185,0.753379,0.744518,0.833351,0.899023
fedprox_synthetic_0.5_0.5,186,0.746063,0.742325,0.839602,0.90734
fedprox_synthetic_0.5_0.5,187,0.729076,0.719298,0.860997,0.934447
fedprox_synthetic_0.5_0.5,188,0.70775,0.688596,0.885084,0.961696
fedprox_synthetic_0.5_0.5,189,0.693986,0.669956,0.905937,0.984554
fedprox_synthetic_0.5_0.5,190,0.668072,0.653509,0.943796,1.024815
fedprox_synthetic_0.5_0.5,191,0.663236,0.640351,0.953326,1.034485
fedprox_synthetic_0.5_0.5,192,0.658029,0.640351,0.960448,1.041544
fedprox_synthetic_0.5_0.5,193,0.760198,0.763158,0.826918,0.88213
fedprox_synthetic_0.5_0.5,194,0.763422,0.765351,0.81009,0.861041
fedprox_synthetic_0.5_0.5,195,0.760198,0.769737,0.79587,0.840936
fedprox_synthetic_0.5_0.5,196,0.759702,0.773026,0.790385,0.832638
fedprox_synthetic_0.5_0.5,197,0.758586,0.77193,0.760774,0.799126
fedprox_synthetic_0.5_0.5,198,0.756851,0.77193,0.758063,0.794752
fedprox_synthetic_0.5_0.5,199,0.759206,0.769737,0.742758,0.775887
