dataset,round,train_accuracy,test_accuracy,train_loss,test_loss
fedprox_synthetic_1_1,173,0.575104,0.561808,1.755482,1.80671
fedprox_synthetic_1_1,174,0.573438,0.560886,1.757886,1.810789
fedprox_synthetic_1_1,175,0.571979,0.562731,1.795721,1.855607
fedprox_synthetic_1_1,176,0.574688,0.565498,1.765416,1.849995
fedprox_synthetic_1_1,177,0.575625,0.569188,1.819202,1.916268
fedprox_synthetic_1_1,178,0.671875,0.627306,1.036244,1.248811
fedprox_synthetic_1_1,179,0.663958,0.630074,1.04491,1.255325
fedprox_synthetic_1_1,180,0.672917,0.630074,1.47444,1.759801
fedprox_synthetic_1_1,181,0.664687,0.622694,2.011657,2.389502
fedprox_synthetic_1_1,182,0.653229,0.611624,1.990815,2.376624
fedprox_synthetic_1_1,183,0.619583,0.588561,1.967012,2.310693
fedprox_synthetic_1_1,184,0.603125,0.564576,2.009698,2.358115
fedprox_synthetic_1_1,185,0.697187,0.659594,1.556733,1.839871
fedprox_synthetic_1_1,186,0.690208,0.655904,1.563915,1.849589
fedprox_synthetic_1_1,187,0.671979,0.652214,1.882672,2.149506
fedprox_synthetic_1_1,188,0.584271,0.591328,2.992376,3.177607
fedprox_synthetic_1_1,189,0.632188,0.642066,3.171815,3.296365
fedprox_synthetic_1_1,190,0.618958,0.623616,2.907243,3.059731
fedprox_synthetic_1_1,191,0.589271,0.595018,2.785057,2.935049
fedprox_synthetic_1_1,192,0.566771,0.584871,2.652604,2.807981
fedprox_synthetic_1_1,193,0.555208,0.574723,2.638529,2.791099
fedprox_synthetic_1_1,194,0.688229,0.659594,2.171246,2.513564
fedprox_synthetic_1_1,195,0.675833,0.637454,2.568589,3.049332
fedprox_synthetic_1_1,196,0.668229,0.630074,2.54877,3.030131
fedprox_synthetic_1_1,197,0.6575,0.607934,2.651341,3.251887
fedprox_synthetic_1_1,198,0.679479,0.645756,2.361019,2.842269
fedprox_synthetic_1_1,199,0.682187,0.645756,2.340641,2.819268
